834,Funny Valentine
835,Noriaki Kakyoin
836,Jean-Pierre Polnareff
837,Mohammed Avdol
838,Hol Horse
839,Iggy
840,Caesar Anthonio Zeppeli
841,Lisa Lisa
842,Gintoki Sakata
843,Kagura
844,Shinpachi Shimura
845,Elizabeth
846,Taizo Hasegawa
847,Toushirou Hijikata
848,Kotarou Katsura
849,Kamui
850,Isao Kondou
851,Okita Sougo
852,Tatsuma Sakamoto
853,Shinsuke Takasugi
854,Jin Kirigiri
855,Priscilla Barielle
856,Felix Argyle
857,Frederica Baumann
858,Garfiel Tinsel
859,Beatrice
860,Felt
861,Elsa Granhiert
862,Anastasia Hoshin
863,Crusch Karsten
864,Roswaal L. Mathers
865,Mimi Pearlbaton
866,Petelgeuse Romanee-Conti
867,Satella
868,Reinhard van Astrea
869,Wilhelm van Astrea
870,Len Kagamine
871,Rin Kagamine
872,Kaito
873,Luka Megurine
874,Meiko
875,Sajuna Inui
876,Shinju Inui
877,Sakuta Azusagawa
878,Rio Futaba
879,Kaede Azusagawa
880,Tomoe Koga
881,Shouko Makinohara
882,Nodoka Toyohama
883,Yuuma Kunimi
884,Ichigo
885,Hiro
886,Yuki Yoshikawa
887,Kyousuke Hori
888,Honoka Sawada
889,Tooru Ishikawa
890,Akane Yanagi
891,Remi Ayasaki
892,Sakura Kouno
893,Kakeru Sengoku
894,Goro
895,Kokoro
896,Miku
897,Komugi
898,Biscuit Krueger
899,Mitsuru
900,Zorome
901,Ikuno
902,Futoshi
903,Chess Belle
904,Ashuramaru
905,Senju Kawaragi
906,Shuji Hanma
907,Izana Kurokawa
908,Nahoya Kawata
909,Seishu Inui
910,Souya Kawata
911,Hajime Kokonoi
912,Ran Haitani
913,Kisaki Tetta
914,Rindo Haitani
915,Hakkai Shiba
916,Yuzuha Shiba
917,Taiju Shiba
918,Emma
919,Alluka Zoldyck
920,Steven Stone
921,N
922,Lillie
923,Cynthia
924,Jessie
925,James
926,Selene
927,Marnie
928,Bea
929,Iris
930,Kazuma Satou
931,Aqua
932,Lalatina Dustiness Ford
933,Wiz
934,Eris
935,Chris
936,Luna
937,Yunyun
938,Erio Touwa
939,Ryuuko Mifune
940,Yashiro Hoshimiya
941,Meme Touwa
942,Makoto Niwa
943,Maekawa
944,Syaoran Li
945,Tomoyo Daidouji
946,Kerberos
947,Yue
948,Knuckle Bine
949,Meiling Li
950,Yukito Tsukishiro
951,Canary
952,Pariston Hill
953,Ikalgo
954,Phinks Magkav
955,Iroha Isshiki
956,Morel McCarnathy
957,Pakunoda
958,Shalnark Ryuseih
959,Palm Siberia
960,Shizuka Hiratsuka
961,Saika Totsuka
962,Komachi Hikigaya
963,Haruno Yukinoshita
964,Tet
965,Fiel Nirvalen
966,Chlammy Zell
967,Lev Haiba
968,Korai Hoshiumi
969,Atsumu Miya
970,Osamu Miya
971,Aran Ojiro
972,Rintaro Suna
973,Satori Tendou
974,Saeko Tanaka
975,Keishin Ukai
976,Wakatoshi Ushijima
977,Mr Satan
978,Mr Popo
979,Master Roshi
980,Pan
981,Son Goten
982,Tien
983,Videl
984,Whis
985,Yajirobe
986,Yamcha
987,Zamasu
988,Beerus
989,Cabba
990,Caulifla
991,Champa
992,Ginyu
993,Goku Black
994,Gotenks
995,Hit
996,Jiren
997,Kale
998,Kefla
999,Gogeta
1000,Vegito
1001,Subaru Akehoshi
1002,Hokuto Hidaka
1003,Mao Isara
1004,Ichigo Kurosaki
1005,Rukia Kuchiki
1006,Orihime Inoue
1007,Shinra Kusakabe
1008,Ban
1009,Diane
1010,Tamaki Kotatsu
1011,Gilthunder
1012,Hawk
1013,King
1014,Touma Kamijou
1015,Elizabeth Liones
1016,Meliodas
1017,Elaine
1018,Gowther
1019,Index Librorum Prohibitorum
1020,Escanor
1021,Merlin
1022,Arthur Pendragon
1023,Howzer
1024,Hendrickson
1025,Helbram
1026,Hawk Mama
1027,Guila
1028,Jericho
1029,Liliruca Arde
1030,Aisha Belka
1031,Welf Crozzo
1032,Freya
1033,Tiona Hiryute
1034,Tione Hiryute
1035,Ryuu Lion
1036,Haruhime Sanjouno
1037,Wiene
1038,Kamiya
1039,Yui Hachimitsu
1040,Shuu Inuzuka
1041,Kyou Nekozaki
1042,Yuu Narukami
1043,Naoto Shirogane
1044,Chie Satonaka
1045,Yousuke Hanamura
1046,Rise Kujikawa
1047,Yukiko Amagi
1048,Kurumi Tokisaki
1049,Tohka Yatogami
1050,Origami Tobiichi
1051,Kotori Itsuka
1052,Shidou Itsuka
1053,Yoshino
1054,Mana Takamiya
1055,Yuzuru Yamai
1056,Kaguya Yamai
1057,Natsumi
1058,Miku Izayoi
1059,Mukuro Hoshimiya
1060,Osamu Dazai
1061,Atsushi Nakajima
1062,Ryuunosuke Akutagawa
1063,Ranpo Edogawa
1064,Kyouka Izumi
1065,Doppo Kunikida
1066,Lucy Maud Montgomery
1067,Chuuya Nakahara
1068,Akiko Yosano
1069,Junichiro Tanizaki
1070,Ogai Mori
1071,Kenji Miyazawa
1072,Ichiyo Higuchi
1073,Yukichi Fukuzawa
1074,Francis Scott Key Fitzgerald
1075,Gin
1076,Michizo Tachihara
1077,Naomi Tanizaki
1078,Maka Albarn
1079,BlackStar
1080,Death the Kid
1081,Soul Eater Evans
1082,Tsubaki Nakatsukasa
1083,Elizabeth Thompson
1084,Patricia Thompson
1085,Spirit Albarn
1086,Asura
1087,Blair
1088,Crona
1089,Excalibur
